locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCGOOAAK_02915	CDS	909				hypothetical protein
PCGOOAAK_02916	CDS	828	lgt_3	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
PCGOOAAK_02917	CDS	393				hypothetical protein
PCGOOAAK_02918	CDS	789				hypothetical protein
PCGOOAAK_02919	CDS	1440	uxaB_3	1.1.1.58	COG0246	Altronate oxidoreductase
PCGOOAAK_02920	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
PCGOOAAK_02921	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
PCGOOAAK_02922	CDS	456				hypothetical protein
PCGOOAAK_02923	CDS	336				hypothetical protein
PCGOOAAK_02924	CDS	888	bamD			Outer membrane protein assembly factor BamD
PCGOOAAK_02925	CDS	2043	uvrB		COG0556	UvrABC system protein B
PCGOOAAK_02926	CDS	912	hpr_2	1.1.1.81	COG1052	Hydroxypyruvate reductase
PCGOOAAK_02927	CDS	366				hypothetical protein
PCGOOAAK_02928	CDS	1269	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
PCGOOAAK_02929	CDS	624	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
PCGOOAAK_02930	CDS	639	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
PCGOOAAK_02931	CDS	681	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
PCGOOAAK_02932	CDS	1176	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
PCGOOAAK_02933	CDS	1353	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
PCGOOAAK_02934	CDS	1632				hypothetical protein
PCGOOAAK_02935	CDS	2751	susC_11			TonB-dependent receptor SusC
PCGOOAAK_02936	CDS	1395	pepE_2	3.4.22.-	COG3579	Aminopeptidase E
PCGOOAAK_02937	CDS	1434	nhaC		COG1757	Na(+)/H(+) antiporter NhaC
PCGOOAAK_02938	CDS	4566				hypothetical protein
PCGOOAAK_02939	CDS	1038	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
PCGOOAAK_02940	CDS	888		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
PCGOOAAK_02941	CDS	1506	trkH		COG0168	Trk system potassium uptake protein TrkH
PCGOOAAK_02942	CDS	627				IS3 family transposase ISPg5
PCGOOAAK_02943	CDS	357				hypothetical protein
PCGOOAAK_02944	CDS	1344	rfbX		COG2244	Putative O-antigen transporter
PCGOOAAK_02945	CDS	1119	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
PCGOOAAK_02946	CDS	1050	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PCGOOAAK_02947	CDS	1170	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
PCGOOAAK_02948	CDS	693				hypothetical protein
PCGOOAAK_02949	CDS	1074				hypothetical protein
PCGOOAAK_02950	CDS	792				hypothetical protein
PCGOOAAK_02951	CDS	777	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
PCGOOAAK_02952	CDS	1110				hypothetical protein
PCGOOAAK_02953	CDS	1488				hypothetical protein
PCGOOAAK_02954	CDS	444				hypothetical protein
PCGOOAAK_02955	CDS	1092	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
PCGOOAAK_02956	CDS	1119	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
PCGOOAAK_02957	CDS	516	rfaH			Transcription antitermination protein RfaH
PCGOOAAK_02958	CDS	2328	mrcA_2		COG5009	Penicillin-binding protein 1A
PCGOOAAK_02959	CDS	1224	xerC_16			Tyrosine recombinase XerC
PCGOOAAK_02960	CDS	390				hypothetical protein
PCGOOAAK_02961	CDS	1206				hypothetical protein
PCGOOAAK_02962	CDS	939				hypothetical protein
PCGOOAAK_02963	CDS	366				hypothetical protein
PCGOOAAK_02964	CDS	948				hypothetical protein
PCGOOAAK_02965	CDS	660	rhaS_6			HTH-type transcriptional activator RhaS
PCGOOAAK_02966	CDS	900				hypothetical protein
PCGOOAAK_02967	CDS	777				hypothetical protein
PCGOOAAK_02968	CDS	636				hypothetical protein
PCGOOAAK_02969	CDS	876				hypothetical protein
PCGOOAAK_02970	CDS	1257	evgS	2.7.13.3	COG0784	Sensor protein EvgS
PCGOOAAK_02971	CDS	1323	zraR_5		COG2204	Transcriptional regulatory protein ZraR
PCGOOAAK_02972	CDS	942	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
PCGOOAAK_02973	CDS	459	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
PCGOOAAK_02974	CDS	567	flr_2			Flavoredoxin
PCGOOAAK_02975	CDS	738				hypothetical protein
PCGOOAAK_02976	CDS	1281	glyA	2.1.2.1		Serine hydroxymethyltransferase
PCGOOAAK_02977	CDS	717	yiaD		COG2885	putative lipoprotein YiaD
PCGOOAAK_02978	CDS	534	mtgA_1	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
PCGOOAAK_02979	CDS	636				hypothetical protein
PCGOOAAK_02980	CDS	1467				hypothetical protein
PCGOOAAK_02981	CDS	1599	pyrG	6.3.4.2		CTP synthase
PCGOOAAK_02982	CDS	1860	yidC		COG0706	Membrane protein insertase YidC
PCGOOAAK_02983	CDS	891				hypothetical protein
PCGOOAAK_02984	CDS	2127	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
PCGOOAAK_02985	tRNA	76				tRNA-Pro(tgg)
PCGOOAAK_02986	tRNA	76				tRNA-Pro(tgg)
PCGOOAAK_02987	CDS	516	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
PCGOOAAK_02988	CDS	462				hypothetical protein
PCGOOAAK_02989	CDS	711	recR		COG0353	Recombination protein RecR
PCGOOAAK_02990	CDS	612	engB		COG0218	putative GTP-binding protein EngB
PCGOOAAK_02991	CDS	768				hypothetical protein
PCGOOAAK_02992	CDS	1170				hypothetical protein
PCGOOAAK_02993	CDS	540				hypothetical protein
PCGOOAAK_02994	CDS	1476	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
PCGOOAAK_02995	CDS	1047		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
PCGOOAAK_02996	CDS	1419	bioB_1	2.8.1.6		Biotin synthase
PCGOOAAK_02997	CDS	1185	mnmE_2	3.6.-.-		tRNA modification GTPase MnmE
PCGOOAAK_02998	CDS	729	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
PCGOOAAK_02999	CDS	1254	yciC		COG0523	Putative metal chaperone YciC
PCGOOAAK_03000	CDS	1536				hypothetical protein
PCGOOAAK_03001	CDS	534				hypothetical protein
PCGOOAAK_03002	CDS	819	thiD_2	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PCGOOAAK_03003	CDS	1149	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
PCGOOAAK_03004	CDS	516				hypothetical protein
PCGOOAAK_03005	CDS	690				hypothetical protein
PCGOOAAK_03006	CDS	1281				hypothetical protein
PCGOOAAK_03007	CDS	792	ccsA_3			Cytochrome c biogenesis protein CcsA
PCGOOAAK_03008	CDS	1191	ccs1			Cytochrome c biogenesis protein Ccs1
PCGOOAAK_03009	CDS	1476	nrfA	1.7.2.2	COG3303	Cytochrome c-552
PCGOOAAK_03010	CDS	558	nrfH		COG3005	Cytochrome c-type protein NrfH
PCGOOAAK_03011	CDS	990	pyrD_2	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PCGOOAAK_03012	CDS	3435				hypothetical protein
PCGOOAAK_03013	CDS	1215	cpdA_5	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PCGOOAAK_03014	CDS	2475	tolB			Tol-Pal system protein TolB
PCGOOAAK_03015	CDS	795	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
PCGOOAAK_03016	CDS	669				hypothetical protein
PCGOOAAK_03017	CDS	309	clpS2		COG2127	ATP-dependent Clp protease adapter protein ClpS 2
PCGOOAAK_03018	CDS	2217	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PCGOOAAK_03019	CDS	642	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
PCGOOAAK_03020	CDS	1491	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PCGOOAAK_03021	CDS	1251	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PCGOOAAK_03022	CDS	1203	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
PCGOOAAK_03023	CDS	1239				hypothetical protein
PCGOOAAK_03024	CDS	477				hypothetical protein
PCGOOAAK_03025	CDS	669			COG0325	Pyridoxal phosphate homeostasis protein
PCGOOAAK_03026	CDS	978	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
PCGOOAAK_03027	CDS	1086				hypothetical protein
PCGOOAAK_03028	CDS	606				hypothetical protein
PCGOOAAK_03029	CDS	258				hypothetical protein
PCGOOAAK_03030	CDS	462				hypothetical protein
PCGOOAAK_03031	CDS	924				hypothetical protein
PCGOOAAK_03032	CDS	492				hypothetical protein
PCGOOAAK_03033	CDS	1377	cusC_2		COG1538	Cation efflux system protein CusC
PCGOOAAK_03034	CDS	3138	bepE_6			Efflux pump membrane transporter BepE
PCGOOAAK_03035	CDS	1119	mdtE_3			Multidrug resistance protein MdtE
PCGOOAAK_03036	CDS	897				hypothetical protein
PCGOOAAK_03037	CDS	675	yknY_5	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
PCGOOAAK_03038	CDS	2370				hypothetical protein
PCGOOAAK_03039	CDS	1548	resA_9			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_03040	CDS	2313				hypothetical protein
PCGOOAAK_03041	CDS	2409				hypothetical protein
PCGOOAAK_03042	CDS	2349				hypothetical protein
PCGOOAAK_03043	CDS	2382				hypothetical protein
PCGOOAAK_03044	CDS	2385				hypothetical protein
PCGOOAAK_03045	CDS	2379				hypothetical protein
PCGOOAAK_03046	CDS	954				hypothetical protein
PCGOOAAK_03047	CDS	1251	mdtA_6			Multidrug resistance protein MdtA
PCGOOAAK_03048	CDS	1470				hypothetical protein
PCGOOAAK_03049	CDS	1371	atoC_2		COG2204	Regulatory protein AtoC
PCGOOAAK_03050	CDS	1275	kinB	2.7.13.3	COG5000	Alginate biosynthesis sensor protein KinB
PCGOOAAK_03051	CDS	1155	pgl_2	3.1.1.31		6-phosphogluconolactonase
PCGOOAAK_03052	CDS	351	rplT			50S ribosomal protein L20
PCGOOAAK_03053	CDS	198	rpmI		COG0291	50S ribosomal protein L35
PCGOOAAK_03054	CDS	582	infC		COG0290	Translation initiation factor IF-3
PCGOOAAK_03055	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
PCGOOAAK_03056	CDS	2004	lapB			Lipopolysaccharide assembly protein B
PCGOOAAK_03057	CDS	555	def	3.5.1.88	COG0242	Peptide deformylase
PCGOOAAK_03058	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PCGOOAAK_03059	CDS	1554	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
PCGOOAAK_03060	CDS	1374	murJ			lipid II flippase MurJ
PCGOOAAK_03061	CDS	597				hypothetical protein
PCGOOAAK_03062	CDS	126				hypothetical protein
PCGOOAAK_03063	CDS	93				hypothetical protein
PCGOOAAK_03064	CDS	2043				hypothetical protein
PCGOOAAK_03065	CDS	462				hypothetical protein
PCGOOAAK_03066	CDS	759				hypothetical protein
PCGOOAAK_03067	CDS	813				hypothetical protein
PCGOOAAK_03068	CDS	1308			COG3039	IS5 family transposase ISBpl1
PCGOOAAK_03069	CDS	1023				hypothetical protein
PCGOOAAK_03070	CDS	3543				hypothetical protein
PCGOOAAK_03071	CDS	3276	rapA	3.6.4.-		RNA polymerase-associated protein RapA
PCGOOAAK_03072	CDS	204				hypothetical protein
PCGOOAAK_03073	CDS	2199				hypothetical protein
PCGOOAAK_03074	CDS	1407				hypothetical protein
PCGOOAAK_03075	CDS	2796	lacZ_15	3.2.1.23		Beta-galactosidase
PCGOOAAK_03076	CDS	882	rhaR_12			HTH-type transcriptional activator RhaR
PCGOOAAK_03077	CDS	2403				hypothetical protein
PCGOOAAK_03078	CDS	1041				hypothetical protein
PCGOOAAK_03079	CDS	2808	lacZ_16	3.2.1.23		Beta-galactosidase
PCGOOAAK_03080	CDS	1530	atsA_6	3.1.6.1	COG3119	Arylsulfatase
PCGOOAAK_03081	CDS	1926				hypothetical protein
PCGOOAAK_03082	CDS	1626				hypothetical protein
PCGOOAAK_03083	CDS	1620				SusD-like protein P38
PCGOOAAK_03084	CDS	3021				TonB-dependent receptor P3
PCGOOAAK_03085	CDS	1347				hypothetical protein
PCGOOAAK_03086	CDS	3366				hypothetical protein
PCGOOAAK_03087	CDS	711				hypothetical protein
PCGOOAAK_03088	CDS	1578				hypothetical protein
PCGOOAAK_03089	CDS	1386	xylE_2			D-xylose-proton symporter
PCGOOAAK_03090	CDS	2787	lacZ_17	3.2.1.23		Beta-galactosidase
PCGOOAAK_03091	CDS	435				hypothetical protein
PCGOOAAK_03092	CDS	1269	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
PCGOOAAK_03093	CDS	678	mprA		COG0745	Response regulator MprA
PCGOOAAK_03094	CDS	2568	glgP_2	2.4.1.1	COG0058	Glycogen phosphorylase
PCGOOAAK_03095	CDS	1674				hypothetical protein
PCGOOAAK_03096	CDS	462	ntpK			V-type sodium ATPase subunit K
PCGOOAAK_03097	CDS	1809				hypothetical protein
PCGOOAAK_03098	CDS	606	atpD_2			V-type ATP synthase subunit D
PCGOOAAK_03099	CDS	1320	ntpB			V-type sodium ATPase subunit B
PCGOOAAK_03100	CDS	1758	atpA_2	7.1.2.2	COG1155	V-type ATP synthase alpha chain
PCGOOAAK_03101	CDS	840				hypothetical protein
PCGOOAAK_03102	CDS	591	atpE			V-type proton ATPase subunit E
PCGOOAAK_03103	tRNA	75				tRNA-Ala(tgc)
PCGOOAAK_03104	tRNA	78				tRNA-Ile(gat)
PCGOOAAK_03105	CDS	2331				hypothetical protein
PCGOOAAK_03106	CDS	1221				hypothetical protein
PCGOOAAK_03107	CDS	2325				hypothetical protein
PCGOOAAK_03108	CDS	1002				hypothetical protein
PCGOOAAK_03109	CDS	924				hypothetical protein
PCGOOAAK_03110	CDS	477				hypothetical protein
PCGOOAAK_03111	CDS	414				hypothetical protein
PCGOOAAK_03112	CDS	1926	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PCGOOAAK_03113	CDS	273				hypothetical protein
PCGOOAAK_03114	CDS	558				hypothetical protein
PCGOOAAK_03115	CDS	1083	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
PCGOOAAK_03116	CDS	621				hypothetical protein
PCGOOAAK_03117	CDS	1545	dtpT		COG3104	Di-/tripeptide transporter
PCGOOAAK_03118	CDS	1101	resA_10			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_03119	CDS	684				hypothetical protein
PCGOOAAK_03120	CDS	723	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PCGOOAAK_03121	CDS	4428	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
PCGOOAAK_03122	CDS	177				hypothetical protein
PCGOOAAK_03123	CDS	1281	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
PCGOOAAK_03124	CDS	2478	feoB		COG0370	Fe(2+) transporter FeoB
PCGOOAAK_03125	CDS	843	pal_1			Peptidoglycan-associated lipoprotein
PCGOOAAK_03126	CDS	1602				hypothetical protein
PCGOOAAK_03127	CDS	264				hypothetical protein
PCGOOAAK_03128	CDS	3126	lacZ_18	3.2.1.23		Beta-galactosidase
PCGOOAAK_03129	CDS	1215				hypothetical protein
PCGOOAAK_03130	CDS	1452				hypothetical protein
PCGOOAAK_03131	CDS	1719				hypothetical protein
PCGOOAAK_03132	CDS	3213				TonB-dependent receptor P26
PCGOOAAK_03133	CDS	519				hypothetical protein
PCGOOAAK_03134	CDS	2961				hypothetical protein
PCGOOAAK_03135	CDS	2736				hypothetical protein
PCGOOAAK_03136	CDS	1746	sglT_2			Sodium/glucose cotransporter
PCGOOAAK_03137	CDS	162				hypothetical protein
PCGOOAAK_03138	CDS	1158	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
PCGOOAAK_03139	CDS	678				hypothetical protein
PCGOOAAK_03140	CDS	690	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
PCGOOAAK_03141	CDS	1527	araA_2	5.3.1.4		L-arabinose isomerase
PCGOOAAK_03142	CDS	1596	xylB_2	2.7.1.17		Xylulose kinase
PCGOOAAK_03143	CDS	2061	tkt	2.2.1.1		Transketolase
PCGOOAAK_03144	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
PCGOOAAK_03145	CDS	1044				hypothetical protein
PCGOOAAK_03146	CDS	2295	pyrK_2			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PCGOOAAK_03147	CDS	279				hypothetical protein
PCGOOAAK_03148	CDS	231	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
PCGOOAAK_03149	CDS	1083	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
PCGOOAAK_03150	CDS	174				hypothetical protein
PCGOOAAK_03151	CDS	774				hypothetical protein
PCGOOAAK_03152	CDS	543				hypothetical protein
PCGOOAAK_03153	CDS	144				hypothetical protein
PCGOOAAK_03154	CDS	2088				hypothetical protein
PCGOOAAK_03155	CDS	819	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
PCGOOAAK_03156	CDS	990		1.-.-.-		Oxidoreductase P35
PCGOOAAK_03157	CDS	1161				hypothetical protein
PCGOOAAK_03158	CDS	1614				hypothetical protein
PCGOOAAK_03159	CDS	1239				hypothetical protein
PCGOOAAK_03160	CDS	648	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
PCGOOAAK_03161	CDS	750	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
PCGOOAAK_03162	CDS	669			COG2830	putative protein
PCGOOAAK_03163	CDS	1176	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
PCGOOAAK_03164	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
PCGOOAAK_03165	CDS	963	bioB_2	2.8.1.6		Biotin synthase
PCGOOAAK_03166	CDS	390				hypothetical protein
PCGOOAAK_03167	CDS	1179	resA_11			Thiol-disulfide oxidoreductase ResA
PCGOOAAK_03168	CDS	1269				hypothetical protein
PCGOOAAK_03169	CDS	366				hypothetical protein
PCGOOAAK_03170	CDS	1263				hypothetical protein
PCGOOAAK_03171	CDS	4191				hypothetical protein
PCGOOAAK_03172	CDS	858	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
PCGOOAAK_03173	CDS	120				hypothetical protein
PCGOOAAK_03174	tRNA	75				tRNA-Asp(gtc)
PCGOOAAK_03175	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
PCGOOAAK_03176	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PCGOOAAK_03177	CDS	756	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
PCGOOAAK_03178	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
PCGOOAAK_03179	CDS	681	ftsE		COG2884	Cell division ATP-binding protein FtsE
PCGOOAAK_03180	CDS	1326	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
PCGOOAAK_03181	CDS	1161	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PCGOOAAK_03182	CDS	2217				hypothetical protein
PCGOOAAK_03183	CDS	720	ntcA			Global nitrogen regulator
PCGOOAAK_03184	CDS	1452				hypothetical protein
PCGOOAAK_03185	CDS	246				hypothetical protein
PCGOOAAK_03186	CDS	738			COG0217	putative transcriptional regulatory protein
PCGOOAAK_03187	CDS	240				hypothetical protein
PCGOOAAK_03188	CDS	2463	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PCGOOAAK_03189	CDS	1563	dnaC_2	3.6.4.12	COG0305	Replicative DNA helicase
PCGOOAAK_03190	CDS	825	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PCGOOAAK_03191	CDS	2085				hypothetical protein
PCGOOAAK_03192	CDS	1161				hypothetical protein
PCGOOAAK_03193	CDS	159				hypothetical protein
PCGOOAAK_03194	CDS	1620				hypothetical protein
PCGOOAAK_03195	CDS	564				hypothetical protein
PCGOOAAK_03196	CDS	1206	fucP_4		COG0738	L-fucose-proton symporter
PCGOOAAK_03197	CDS	723	gph_3	3.1.3.18		Phosphoglycolate phosphatase
PCGOOAAK_03198	CDS	1008				hypothetical protein
PCGOOAAK_03199	CDS	948				hypothetical protein
PCGOOAAK_03200	CDS	867				hypothetical protein
PCGOOAAK_03201	CDS	708				hypothetical protein
PCGOOAAK_03202	CDS	1095	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
PCGOOAAK_03203	CDS	1065				hypothetical protein
PCGOOAAK_03204	CDS	1056	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
PCGOOAAK_03205	CDS	2433				hypothetical protein
PCGOOAAK_03206	CDS	1311	lytB		COG2247	Amidase enhancer
PCGOOAAK_03207	CDS	1269	ampG_2		COG0477	Anhydromuropeptide permease
PCGOOAAK_03208	CDS	897	cmpR		COG0583	HTH-type transcriptional activator CmpR
PCGOOAAK_03209	CDS	582				hypothetical protein
PCGOOAAK_03210	CDS	381				hypothetical protein
PCGOOAAK_03211	CDS	126				hypothetical protein
PCGOOAAK_03212	CDS	2589	clpB1		COG0542	Chaperone protein ClpB 1
PCGOOAAK_03213	CDS	915				hypothetical protein
PCGOOAAK_03214	CDS	1644	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PCGOOAAK_03215	CDS	237				hypothetical protein
PCGOOAAK_03216	CDS	2310	bamA_3			Outer membrane protein assembly factor BamA
PCGOOAAK_03217	CDS	759	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PCGOOAAK_03218	CDS	327				hypothetical protein
PCGOOAAK_03219	CDS	861				hypothetical protein
PCGOOAAK_03220	CDS	639	lspA	3.4.23.36		Lipoprotein signal peptidase
PCGOOAAK_03221	CDS	381	dksA			RNA polymerase-binding transcription factor DksA
PCGOOAAK_03222	CDS	3489	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PCGOOAAK_03223	CDS	456	arsC	1.20.4.4	COG0394	Arsenate reductase
PCGOOAAK_03224	CDS	969				hypothetical protein
PCGOOAAK_03225	CDS	237				hypothetical protein
PCGOOAAK_03226	CDS	708				hypothetical protein
PCGOOAAK_03227	CDS	462				hypothetical protein
PCGOOAAK_03228	CDS	327				hypothetical protein
PCGOOAAK_03229	CDS	1377	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
PCGOOAAK_03230	CDS	612	udk_2	2.7.1.48	COG0572	Uridine kinase
PCGOOAAK_03231	CDS	300				hypothetical protein
PCGOOAAK_03232	CDS	486				hypothetical protein
PCGOOAAK_03233	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
PCGOOAAK_03234	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
PCGOOAAK_03235	CDS	1050	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
PCGOOAAK_03236	CDS	1122	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
PCGOOAAK_03237	CDS	615				hypothetical protein
PCGOOAAK_03238	CDS	855	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
PCGOOAAK_03239	CDS	852				hypothetical protein
PCGOOAAK_03240	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PCGOOAAK_03241	CDS	891		3.2.1.-	COG1388	Autolysin
PCGOOAAK_03242	CDS	480	cdd	3.5.4.5	COG0295	Cytidine deaminase
PCGOOAAK_03243	CDS	1158	wecH	2.3.1.-		O-acetyltransferase WecH
PCGOOAAK_03244	CDS	1620	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
PCGOOAAK_03245	CDS	759	lytR_2		COG3279	Sensory transduction protein LytR
PCGOOAAK_03246	CDS	1044				hypothetical protein
PCGOOAAK_03247	CDS	918	aaeA			p-hydroxybenzoic acid efflux pump subunit AaeA
PCGOOAAK_03248	CDS	4335	mdtC_3			Multidrug resistance protein MdtC
PCGOOAAK_03249	CDS	138				hypothetical protein
PCGOOAAK_03250	CDS	606	grpE		COG0576	Protein GrpE
PCGOOAAK_03251	CDS	1185	dnaJ_2		COG0484	Chaperone protein DnaJ
PCGOOAAK_03252	CDS	648				hypothetical protein
PCGOOAAK_03253	CDS	1287	fpgS	6.3.2.17		Folylpolyglutamate synthase
PCGOOAAK_03254	CDS	1095	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
PCGOOAAK_03255	CDS	1284	fucP_5		COG0738	L-fucose-proton symporter
PCGOOAAK_03256	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
PCGOOAAK_03257	CDS	1170				hypothetical protein
PCGOOAAK_03258	CDS	1176				putative transporter
PCGOOAAK_03259	CDS	3210				hypothetical protein
PCGOOAAK_03260	CDS	1188				hypothetical protein
PCGOOAAK_03261	CDS	1689	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
PCGOOAAK_03262	CDS	1155				hypothetical protein
PCGOOAAK_03263	CDS	822	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
PCGOOAAK_03264	CDS	648	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
PCGOOAAK_03265	CDS	1362	mepA_6		COG0534	Multidrug export protein MepA
PCGOOAAK_03266	CDS	1263	mntH			Divalent metal cation transporter MntH
PCGOOAAK_03267	CDS	1272				hypothetical protein
PCGOOAAK_03268	CDS	408				hypothetical protein
PCGOOAAK_03269	CDS	861	sigA			RNA polymerase sigma factor SigA
PCGOOAAK_03270	CDS	1497				hypothetical protein
PCGOOAAK_03271	CDS	1317				hypothetical protein
PCGOOAAK_03272	CDS	606	ribE	2.5.1.9	COG0307	Riboflavin synthase
PCGOOAAK_03273	CDS	216				hypothetical protein
PCGOOAAK_03274	tRNA	74				tRNA-Gly(gcc)
PCGOOAAK_03275	tRNA	76				tRNA-Gly(gcc)
PCGOOAAK_03276	tRNA	82				tRNA-Leu(cag)
PCGOOAAK_03277	tRNA	76				tRNA-Gly(gcc)
PCGOOAAK_03278	tRNA	86				tRNA-Leu(gag)
PCGOOAAK_03279	tRNA	84				tRNA-Leu(cag)
PCGOOAAK_03280	tRNA	74				tRNA-Gly(gcc)
PCGOOAAK_03281	CDS	1167	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
PCGOOAAK_03282	CDS	2436	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
